,Value,Anomaly,year,Month,county
1453,2.29,-6.46,2016,February,Nevada
1454,14.62,7.21,2016,March,Nevada
1455,3.18,-0.61,2016,April,Nevada
1456,2.09,-0.08,2016,May,Nevada
1457,0.15,-0.64,2016,June,Nevada
1458,0.0,-0.12,2016,July,Nevada
1459,0.04,-0.15,2016,August,Nevada
1460,0.04,-0.76,2016,September,Nevada
1461,12.31,9.56,2016,October,Nevada
1462,5.48,-0.47,2016,November,Nevada
1463,11.22,3.18,2016,December,Nevada
1464,26.44,16.83,2017,January,Nevada
1465,23.27,14.52,2017,February,Nevada
1466,6.55,-0.86,2017,March,Nevada
1467,9.37,5.58,2017,April,Nevada
1468,0.8,-1.37,2017,May,Nevada
1469,0.65,-0.14,2017,June,Nevada
1470,0.01,-0.11,2017,July,Nevada
1471,0.2,0.01,2017,August,Nevada
1472,0.89,0.09,2017,September,Nevada
1473,0.95,-1.8,2017,October,Nevada
1474,12.54,6.59,2017,November,Nevada
1475,0.92,-7.12,2017,December,Nevada
1476,8.09,-1.52,2018,January,Nevada
1477,1.35,-7.4,2018,February,Nevada
1478,15.52,8.11,2018,March,Nevada
1479,5.49,1.7,2018,April,Nevada
1480,2.13,-0.04,2018,May,Nevada
1481,0.14,-0.65,2018,June,Nevada
1482,0.07,-0.05,2018,July,Nevada
1483,0.0,-0.19,2018,August,Nevada
1484,0.02,-0.78,2018,September,Nevada
1485,0.89,-1.86,2018,October,Nevada
1486,7.25,1.3,2018,November,Nevada
1487,4.41,-3.63,2018,December,Nevada
1488,12.94,3.33,2019,January,Nevada
1489,21.56,12.81,2019,February,Nevada
1490,7.97,0.56,2019,March,Nevada
1491,3.29,-0.5,2019,April,Nevada
1492,5.76,3.59,2019,May,Nevada
1493,0.46,-0.33,2019,June,Nevada
1494,0.04,-0.08,2019,July,Nevada
1495,0.02,-0.17,2019,August,Nevada
1496,2.33,1.53,2019,September,Nevada
1497,0.14,-2.61,2019,October,Nevada
1498,2.15,-3.8,2019,November,Nevada
1499,10.26,2.22,2019,December,Nevada
1500,4.42,-5.19,2020,January,Nevada
1501,0.16,-8.59,2020,February,Nevada
1502,6.71,-0.7,2020,March,Nevada
1503,3.85,0.06,2020,April,Nevada
1504,3.13,0.96,2020,May,Nevada
1505,0.26,-0.53,2020,June,Nevada
1506,0.1,-0.02,2020,July,Nevada
1507,0.06,-0.13,2020,August,Nevada
1508,0.01,-0.79,2020,September,Nevada
1509,0.01,-2.74,2020,October,Nevada
1510,4.37,-1.58,2020,November,Nevada
1511,4.34,-3.7,2020,December,Nevada
1512,6.71,-2.9,2021,January,Nevada
1513,3.77,-4.98,2021,February,Nevada
1514,3.71,-3.7,2021,March,Nevada
1515,0.59,-3.2,2021,April,Nevada
1516,0.43,-1.74,2021,May,Nevada
1517,0.07,-0.72,2021,June,Nevada
1518,0.13,0.01,2021,July,Nevada
1519,0.03,-0.16,2021,August,Nevada
1520,0.83,0.03,2021,September,Nevada
1521,13.47,10.72,2021,October,Nevada
1522,2.36,-3.59,2021,November,Nevada
1523,16.36,8.32,2021,December,Nevada
1524,0.97,-8.64,2022,January,Nevada
1525,0.58,-8.17,2022,February,Nevada
1526,1.44,-5.97,2022,March,Nevada
1527,6.38,2.59,2022,April,Nevada
1528,0.6,-1.57,2022,May,Nevada
1529,1.39,0.6,2022,June,Nevada
1530,0.01,-0.11,2022,July,Nevada
1531,0.21,0.02,2022,August,Nevada
1532,1.63,0.83,2022,September,Nevada
1533,0.09,-2.66,2022,October,Nevada
1534,4.68,-1.27,2022,November,Nevada
1535,19.85,11.81,2022,December,Nevada
1536,16.44,6.83,2023,January,Nevada
1537,7.02,-1.73,2023,February,Nevada
1538,14.87,7.46,2023,March,Nevada
0,7.57,4.71,1895,January,Orange
1,1.42,-1.53,1895,February,Orange
2,2.78,0.36,1895,March,Orange
3,0.51,-0.49,1895,April,Orange
4,0.21,-0.04,1895,May,Orange
5,0.02,-0.04,1895,June,Orange
6,0.0,-0.02,1895,July,Orange
7,0.02,-0.03,1895,August,Orange
8,0.0,-0.2,1895,September,Orange
9,0.38,-0.1,1895,October,Orange
10,1.43,0.24,1895,November,Orange
11,0.57,-1.52,1895,December,Orange
12,2.17,-0.69,1896,January,Orange
13,0.07,-2.88,1896,February,Orange
14,3.57,1.15,1896,March,Orange
15,0.49,-0.51,1896,April,Orange
16,0.19,-0.06,1896,May,Orange
17,0.0,-0.06,1896,June,Orange
18,0.07,0.05,1896,July,Orange
19,0.09,0.04,1896,August,Orange
20,0.08,-0.12,1896,September,Orange
21,1.75,1.27,1896,October,Orange
22,1.09,-0.1,1896,November,Orange
23,1.45,-0.64,1896,December,Orange
24,4.04,1.18,1897,January,Orange
25,4.62,1.67,1897,February,Orange
26,2.85,0.43,1897,March,Orange
27,0.01,-0.99,1897,April,Orange
28,0.06,-0.19,1897,May,Orange
29,0.0,-0.06,1897,June,Orange
30,0.01,-0.01,1897,July,Orange
31,0.14,0.09,1897,August,Orange
32,0.27,0.07,1897,September,Orange
33,1.7,1.22,1897,October,Orange
34,0.28,-0.91,1897,November,Orange
35,0.53,-1.56,1897,December,Orange
36,2.0,-0.86,1898,January,Orange
37,0.56,-2.39,1898,February,Orange
38,1.06,-1.36,1898,March,Orange
39,0.36,-0.64,1898,April,Orange
40,1.08,0.83,1898,May,Orange
41,0.0,-0.06,1898,June,Orange
42,0.03,0.01,1898,July,Orange
43,0.05,0.0,1898,August,Orange
44,0.07,-0.13,1898,September,Orange
45,0.03,-0.45,1898,October,Orange
46,0.09,-1.1,1898,November,Orange
47,0.86,-1.23,1898,December,Orange
48,2.6,-0.26,1899,January,Orange
49,0.44,-2.51,1899,February,Orange
50,1.7,-0.72,1899,March,Orange
51,0.1,-0.9,1899,April,Orange
52,0.13,-0.12,1899,May,Orange
53,0.34,0.28,1899,June,Orange
54,0.0,-0.02,1899,July,Orange
55,0.0,-0.05,1899,August,Orange
56,0.02,-0.18,1899,September,Orange
57,1.07,0.59,1899,October,Orange
58,1.32,0.13,1899,November,Orange
59,0.82,-1.27,1899,December,Orange
60,1.64,-1.22,1900,January,Orange
61,0.06,-2.89,1900,February,Orange
62,0.86,-1.56,1900,March,Orange
63,1.1,0.1,1900,April,Orange
64,1.13,0.88,1900,May,Orange
65,0.0,-0.06,1900,June,Orange
66,0.03,0.01,1900,July,Orange
67,0.0,-0.05,1900,August,Orange
68,0.07,-0.13,1900,September,Orange
69,0.31,-0.17,1900,October,Orange
70,5.36,4.17,1900,November,Orange
71,0.0,-2.09,1900,December,Orange
72,2.96,0.1,1901,January,Orange
73,4.55,1.6,1901,February,Orange
74,0.42,-2.0,1901,March,Orange
75,0.38,-0.62,1901,April,Orange
76,0.86,0.61,1901,May,Orange
77,0.01,-0.05,1901,June,Orange
78,0.0,-0.02,1901,July,Orange
79,0.11,0.06,1901,August,Orange
80,0.04,-0.16,1901,September,Orange
81,1.33,0.85,1901,October,Orange
82,0.43,-0.76,1901,November,Orange
83,0.02,-2.07,1901,December,Orange
84,1.65,-1.21,1902,January,Orange
85,2.65,-0.3,1902,February,Orange
86,3.09,0.67,1902,March,Orange
87,0.31,-0.69,1902,April,Orange
88,0.12,-0.13,1902,May,Orange
89,0.1,0.04,1902,June,Orange
90,0.03,0.01,1902,July,Orange
91,0.0,-0.05,1902,August,Orange
92,0.0,-0.2,1902,September,Orange
93,0.21,-0.27,1902,October,Orange
94,1.52,0.33,1902,November,Orange
95,2.61,0.52,1902,December,Orange
96,1.31,-1.55,1903,January,Orange
97,1.71,-1.24,1903,February,Orange
98,5.98,3.56,1903,March,Orange
99,2.91,1.91,1903,April,Orange
100,0.04,-0.21,1903,May,Orange
101,0.0,-0.06,1903,June,Orange
102,0.0,-0.02,1903,July,Orange
103,0.02,-0.03,1903,August,Orange
104,0.37,0.17,1903,September,Orange
105,0.06,-0.42,1903,October,Orange
106,0.0,-1.19,1903,November,Orange
107,0.03,-2.06,1903,December,Orange
108,0.23,-2.63,1904,January,Orange
109,1.89,-1.06,1904,February,Orange
110,3.83,1.41,1904,March,Orange
111,0.82,-0.18,1904,April,Orange
112,0.1,-0.15,1904,May,Orange
113,0.0,-0.06,1904,June,Orange
114,0.01,-0.01,1904,July,Orange
115,0.19,0.14,1904,August,Orange
116,0.11,-0.09,1904,September,Orange
117,0.22,-0.26,1904,October,Orange
118,0.0,-1.19,1904,November,Orange
119,1.27,-0.82,1904,December,Orange
120,4.01,1.15,1905,January,Orange
121,7.67,4.72,1905,February,Orange
122,5.62,3.2,1905,March,Orange
123,0.68,-0.32,1905,April,Orange
124,1.0,0.75,1905,May,Orange
125,0.0,-0.06,1905,June,Orange
126,0.0,-0.02,1905,July,Orange
127,0.02,-0.03,1905,August,Orange
128,0.05,-0.15,1905,September,Orange
129,0.1,-0.38,1905,October,Orange
130,2.82,1.63,1905,November,Orange
131,0.43,-1.66,1905,December,Orange
132,2.49,-0.37,1906,January,Orange
133,1.87,-1.08,1906,February,Orange
134,6.83,4.41,1906,March,Orange
135,0.94,-0.06,1906,April,Orange
136,0.93,0.68,1906,May,Orange
137,0.04,-0.02,1906,June,Orange
138,0.02,0.0,1906,July,Orange
139,0.02,-0.03,1906,August,Orange
140,0.1,-0.1,1906,September,Orange
141,0.02,-0.46,1906,October,Orange
142,1.68,0.49,1906,November,Orange
143,4.53,2.44,1906,December,Orange
144,6.74,3.88,1907,January,Orange
145,2.69,-0.26,1907,February,Orange
146,3.85,1.43,1907,March,Orange
147,0.32,-0.68,1907,April,Orange
148,0.07,-0.18,1907,May,Orange
149,0.16,0.1,1907,June,Orange
150,0.0,-0.02,1907,July,Orange
151,0.0,-0.05,1907,August,Orange
152,0.0,-0.2,1907,September,Orange
153,1.93,1.45,1907,October,Orange
154,0.11,-1.08,1907,November,Orange
155,0.86,-1.23,1907,December,Orange
156,4.17,1.31,1908,January,Orange
157,2.78,-0.17,1908,February,Orange
158,0.84,-1.58,1908,March,Orange
159,0.46,-0.54,1908,April,Orange
160,0.16,-0.09,1908,May,Orange
161,0.0,-0.06,1908,June,Orange
162,0.02,0.0,1908,July,Orange
163,0.1,0.05,1908,August,Orange
164,1.02,0.82,1908,September,Orange
165,0.46,-0.02,1908,October,Orange
166,0.56,-0.63,1908,November,Orange
167,0.88,-1.21,1908,December,Orange
168,5.57,2.71,1909,January,Orange
169,4.03,1.08,1909,February,Orange
170,2.92,0.5,1909,March,Orange
171,0.07,-0.93,1909,April,Orange
172,0.05,-0.2,1909,May,Orange
173,0.08,0.02,1909,June,Orange
174,0.01,-0.01,1909,July,Orange
175,0.12,0.07,1909,August,Orange
176,0.07,-0.13,1909,September,Orange
177,0.14,-0.34,1909,October,Orange
178,1.74,0.55,1909,November,Orange
179,6.33,4.24,1909,December,Orange
180,2.73,-0.13,1910,January,Orange
181,0.12,-2.83,1910,February,Orange
182,1.63,-0.79,1910,March,Orange
183,0.25,-0.75,1910,April,Orange
184,0.0,-0.25,1910,May,Orange
185,0.0,-0.06,1910,June,Orange
186,0.02,0.0,1910,July,Orange
187,0.0,-0.05,1910,August,Orange
188,0.01,-0.19,1910,September,Orange
189,0.69,0.21,1910,October,Orange
190,0.35,-0.84,1910,November,Orange
191,0.47,-1.62,1910,December,Orange
192,5.16,2.3,1911,January,Orange
193,3.23,0.28,1911,February,Orange
194,2.54,0.12,1911,March,Orange
195,0.47,-0.53,1911,April,Orange
196,0.05,-0.2,1911,May,Orange
197,0.01,-0.05,1911,June,Orange
198,0.02,0.0,1911,July,Orange
199,0.0,-0.05,1911,August,Orange
200,0.64,0.44,1911,September,Orange
201,0.26,-0.22,1911,October,Orange
202,0.12,-1.07,1911,November,Orange
203,0.73,-1.36,1911,December,Orange
204,0.18,-2.68,1912,January,Orange
205,0.0,-2.95,1912,February,Orange
206,5.54,3.12,1912,March,Orange
207,1.99,0.99,1912,April,Orange
208,0.28,0.03,1912,May,Orange
209,0.02,-0.04,1912,June,Orange
210,0.0,-0.02,1912,July,Orange
211,0.06,0.01,1912,August,Orange
212,0.0,-0.2,1912,September,Orange
213,0.79,0.31,1912,October,Orange
214,0.37,-0.82,1912,November,Orange
215,0.05,-2.04,1912,December,Orange
216,1.33,-1.53,1913,January,Orange
217,5.73,2.78,1913,February,Orange
218,0.44,-1.98,1913,March,Orange
219,0.36,-0.64,1913,April,Orange
220,0.17,-0.08,1913,May,Orange
221,0.2,0.14,1913,June,Orange
222,0.04,0.02,1913,July,Orange
223,0.03,-0.02,1913,August,Orange
224,0.01,-0.19,1913,September,Orange
225,0.04,-0.44,1913,October,Orange
226,1.9,0.71,1913,November,Orange
227,1.36,-0.73,1913,December,Orange
228,8.04,5.18,1914,January,Orange
229,4.12,1.17,1914,February,Orange
230,0.75,-1.67,1914,March,Orange
231,1.51,0.51,1914,April,Orange
232,0.19,-0.06,1914,May,Orange
233,0.14,0.08,1914,June,Orange
234,0.01,-0.01,1914,July,Orange
235,0.01,-0.04,1914,August,Orange
236,0.01,-0.19,1914,September,Orange
237,0.59,0.11,1914,October,Orange
238,0.5,-0.69,1914,November,Orange
239,3.84,1.75,1914,December,Orange
240,5.16,2.3,1915,January,Orange
241,4.59,1.64,1915,February,Orange
242,0.84,-1.58,1915,March,Orange
243,1.37,0.37,1915,April,Orange
244,0.9,0.65,1915,May,Orange
245,0.0,-0.06,1915,June,Orange
246,0.0,-0.02,1915,July,Orange
247,0.05,0.0,1915,August,Orange
248,0.17,-0.03,1915,September,Orange
249,0.0,-0.48,1915,October,Orange
250,0.88,-0.31,1915,November,Orange
251,2.93,0.84,1915,December,Orange
252,12.21,9.35,1916,January,Orange
253,1.36,-1.59,1916,February,Orange
254,1.43,-0.99,1916,March,Orange
255,0.12,-0.88,1916,April,Orange
256,0.12,-0.13,1916,May,Orange
257,0.0,-0.06,1916,June,Orange
258,0.03,0.01,1916,July,Orange
259,0.06,0.01,1916,August,Orange
260,0.6,0.4,1916,September,Orange
261,1.67,1.19,1916,October,Orange
262,0.1,-1.09,1916,November,Orange
263,3.21,1.12,1916,December,Orange
264,2.74,-0.12,1917,January,Orange
265,3.0,0.05,1917,February,Orange
266,0.21,-2.21,1917,March,Orange
267,0.65,-0.35,1917,April,Orange
268,0.28,0.03,1917,May,Orange
269,0.0,-0.06,1917,June,Orange
270,0.08,0.06,1917,July,Orange
271,0.02,-0.03,1917,August,Orange
272,0.01,-0.19,1917,September,Orange
273,0.1,-0.38,1917,October,Orange
274,0.38,-0.81,1917,November,Orange
275,0.01,-2.08,1917,December,Orange
276,1.04,-1.82,1918,January,Orange
277,3.32,0.37,1918,February,Orange
278,5.32,2.9,1918,March,Orange
279,0.09,-0.91,1918,April,Orange
280,0.46,0.21,1918,May,Orange
281,0.06,0.0,1918,June,Orange
282,0.08,0.06,1918,July,Orange
283,0.11,0.06,1918,August,Orange
284,0.54,0.34,1918,September,Orange
285,0.24,-0.24,1918,October,Orange
286,1.98,0.79,1918,November,Orange
287,0.71,-1.38,1918,December,Orange
288,0.68,-2.18,1919,January,Orange
289,1.93,-1.02,1919,February,Orange
290,1.94,-0.48,1919,March,Orange
291,0.43,-0.57,1919,April,Orange
292,0.39,0.14,1919,May,Orange
293,0.0,-0.06,1919,June,Orange
294,0.07,0.05,1919,July,Orange
295,0.02,-0.03,1919,August,Orange
296,1.03,0.83,1919,September,Orange
297,0.71,0.23,1919,October,Orange
298,0.56,-0.63,1919,November,Orange
299,2.13,0.04,1919,December,Orange
300,0.64,-2.22,1920,January,Orange
301,3.55,0.6,1920,February,Orange
302,4.29,1.87,1920,March,Orange
303,0.66,-0.34,1920,April,Orange
304,0.7,0.45,1920,May,Orange
305,0.01,-0.05,1920,June,Orange
306,0.0,-0.02,1920,July,Orange
307,0.0,-0.05,1920,August,Orange
308,0.09,-0.11,1920,September,Orange
309,1.48,1.0,1920,October,Orange
310,0.38,-0.81,1920,November,Orange
311,0.97,-1.12,1920,December,Orange
312,3.42,0.56,1921,January,Orange
313,0.9,-2.05,1921,February,Orange
314,2.79,0.37,1921,March,Orange
315,0.09,-0.91,1921,April,Orange
316,1.16,0.91,1921,May,Orange
317,0.04,-0.02,1921,June,Orange
318,0.05,0.03,1921,July,Orange
319,0.01,-0.04,1921,August,Orange
320,0.57,0.37,1921,September,Orange
321,1.31,0.83,1921,October,Orange
322,0.04,-1.15,1921,November,Orange
323,7.97,5.88,1921,December,Orange
324,3.8,0.94,1922,January,Orange
325,3.53,0.58,1922,February,Orange
326,1.71,-0.71,1922,March,Orange
327,0.15,-0.85,1922,April,Orange
328,0.61,0.36,1922,May,Orange
329,0.01,-0.05,1922,June,Orange
330,0.02,0.0,1922,July,Orange
331,0.01,-0.04,1922,August,Orange
332,0.0,-0.2,1922,September,Orange
333,0.11,-0.37,1922,October,Orange
334,0.98,-0.21,1922,November,Orange
335,2.86,0.77,1922,December,Orange
336,1.59,-1.27,1923,January,Orange
337,1.43,-1.52,1923,February,Orange
338,0.54,-1.88,1923,March,Orange
339,1.48,0.48,1923,April,Orange
340,0.05,-0.2,1923,May,Orange
341,0.01,-0.05,1923,June,Orange
342,0.07,0.05,1923,July,Orange
343,0.01,-0.04,1923,August,Orange
344,0.24,0.04,1923,September,Orange
345,0.45,-0.03,1923,October,Orange
346,0.76,-0.43,1923,November,Orange
347,2.16,0.07,1923,December,Orange
348,0.63,-2.23,1924,January,Orange
349,0.04,-2.91,1924,February,Orange
350,4.06,1.64,1924,March,Orange
351,2.03,1.03,1924,April,Orange
352,0.0,-0.25,1924,May,Orange
353,0.0,-0.06,1924,June,Orange
354,0.0,-0.02,1924,July,Orange
355,0.0,-0.05,1924,August,Orange
356,0.01,-0.19,1924,September,Orange
357,0.35,-0.13,1924,October,Orange
358,0.81,-0.38,1924,November,Orange
359,1.48,-0.61,1924,December,Orange
360,0.24,-2.62,1925,January,Orange
361,0.76,-2.19,1925,February,Orange
362,1.48,-0.94,1925,March,Orange
363,1.56,0.56,1925,April,Orange
364,0.36,0.11,1925,May,Orange
365,0.35,0.29,1925,June,Orange
366,0.0,-0.02,1925,July,Orange
367,0.01,-0.04,1925,August,Orange
368,0.0,-0.2,1925,September,Orange
369,1.61,1.13,1925,October,Orange
370,0.47,-0.72,1925,November,Orange
371,1.5,-0.59,1925,December,Orange
372,1.18,-1.68,1926,January,Orange
373,3.3,0.35,1926,February,Orange
374,0.41,-2.01,1926,March,Orange
375,4.46,3.46,1926,April,Orange
376,0.06,-0.19,1926,May,Orange
377,0.03,-0.03,1926,June,Orange
378,0.0,-0.02,1926,July,Orange
379,0.04,-0.01,1926,August,Orange
380,0.0,-0.2,1926,September,Orange
381,0.27,-0.21,1926,October,Orange
382,2.07,0.88,1926,November,Orange
383,1.96,-0.13,1926,December,Orange
384,0.93,-1.93,1927,January,Orange
385,8.36,5.41,1927,February,Orange
386,2.54,0.12,1927,March,Orange
387,0.76,-0.24,1927,April,Orange
388,0.06,-0.19,1927,May,Orange
389,0.04,-0.02,1927,June,Orange
390,0.0,-0.02,1927,July,Orange
391,0.05,0.0,1927,August,Orange
392,0.01,-0.19,1927,September,Orange
393,2.16,1.68,1927,October,Orange
394,1.5,0.31,1927,November,Orange
395,3.26,1.17,1927,December,Orange
396,0.38,-2.48,1928,January,Orange
397,1.87,-1.08,1928,February,Orange
398,2.11,-0.31,1928,March,Orange
399,0.07,-0.93,1928,April,Orange
400,0.38,0.13,1928,May,Orange
401,0.02,-0.04,1928,June,Orange
402,0.0,-0.02,1928,July,Orange
403,0.0,-0.05,1928,August,Orange
404,0.0,-0.2,1928,September,Orange
405,0.44,-0.04,1928,October,Orange
406,1.17,-0.02,1928,November,Orange
407,1.99,-0.1,1928,December,Orange
408,1.47,-1.39,1929,January,Orange
409,1.24,-1.71,1929,February,Orange
410,1.3,-1.12,1929,March,Orange
411,1.32,0.32,1929,April,Orange
412,0.0,-0.25,1929,May,Orange
413,0.07,0.01,1929,June,Orange
414,0.0,-0.02,1929,July,Orange
415,0.04,-0.01,1929,August,Orange
416,0.61,0.41,1929,September,Orange
417,0.04,-0.44,1929,October,Orange
418,0.0,-1.19,1929,November,Orange
419,0.0,-2.09,1929,December,Orange
420,5.71,2.85,1930,January,Orange
421,0.65,-2.3,1930,February,Orange
422,3.9,1.48,1930,March,Orange
423,0.61,-0.39,1930,April,Orange
424,1.15,0.9,1930,May,Orange
425,0.02,-0.04,1930,June,Orange
426,0.0,-0.02,1930,July,Orange
427,0.0,-0.05,1930,August,Orange
428,0.01,-0.19,1930,September,Orange
429,0.17,-0.31,1930,October,Orange
430,1.76,0.57,1930,November,Orange
431,0.01,-2.08,1930,December,Orange
432,2.71,-0.15,1931,January,Orange
433,2.82,-0.13,1931,February,Orange
434,0.05,-2.37,1931,March,Orange
435,2.43,1.43,1931,April,Orange
436,0.74,0.49,1931,May,Orange
437,0.09,0.03,1931,June,Orange
438,0.0,-0.02,1931,July,Orange
439,0.2,0.15,1931,August,Orange
440,0.31,0.11,1931,September,Orange
441,0.53,0.05,1931,October,Orange
442,2.59,1.4,1931,November,Orange
443,5.25,3.16,1931,December,Orange
444,1.53,-1.33,1932,January,Orange
445,6.13,3.18,1932,February,Orange
446,0.16,-2.26,1932,March,Orange
447,0.54,-0.46,1932,April,Orange
448,0.01,-0.24,1932,May,Orange
449,0.09,0.03,1932,June,Orange
450,0.0,-0.02,1932,July,Orange
451,0.0,-0.05,1932,August,Orange
452,0.21,0.01,1932,September,Orange
453,0.83,0.35,1932,October,Orange
454,0.01,-1.18,1932,November,Orange
455,1.91,-0.18,1932,December,Orange
456,6.18,3.32,1933,January,Orange
457,0.02,-2.93,1933,February,Orange
458,0.09,-2.33,1933,March,Orange
459,0.57,-0.43,1933,April,Orange
460,0.6,0.35,1933,May,Orange
461,0.14,0.08,1933,June,Orange
462,0.0,-0.02,1933,July,Orange
463,0.15,0.1,1933,August,Orange
464,0.0,-0.2,1933,September,Orange
465,0.3,-0.18,1933,October,Orange
466,0.06,-1.13,1933,November,Orange
467,4.25,2.16,1933,December,Orange
468,2.11,-0.75,1934,January,Orange
469,1.9,-1.05,1934,February,Orange
470,0.34,-2.08,1934,March,Orange
471,0.01,-0.99,1934,April,Orange
472,0.0,-0.25,1934,May,Orange
473,0.4,0.34,1934,June,Orange
474,0.01,-0.01,1934,July,Orange
475,0.13,0.08,1934,August,Orange
476,0.24,0.04,1934,September,Orange
477,2.32,1.84,1934,October,Orange
478,2.5,1.31,1934,November,Orange
479,2.97,0.88,1934,December,Orange
480,3.0,0.14,1935,January,Orange
481,2.39,-0.56,1935,February,Orange
482,3.06,0.64,1935,March,Orange
483,1.6,0.6,1935,April,Orange
484,0.12,-0.13,1935,May,Orange
485,0.0,-0.06,1935,June,Orange
486,0.02,0.0,1935,July,Orange
487,0.23,0.18,1935,August,Orange
488,0.04,-0.16,1935,September,Orange
489,0.1,-0.38,1935,October,Orange
490,0.83,-0.36,1935,November,Orange
491,0.52,-1.57,1935,December,Orange
492,0.16,-2.7,1936,January,Orange
493,6.57,3.62,1936,February,Orange
494,1.33,-1.09,1936,March,Orange
495,0.46,-0.54,1936,April,Orange
496,0.04,-0.21,1936,May,Orange
497,0.03,-0.03,1936,June,Orange
498,0.04,0.02,1936,July,Orange
499,0.11,0.06,1936,August,Orange
500,0.05,-0.15,1936,September,Orange
501,1.41,0.93,1936,October,Orange
502,0.2,-0.99,1936,November,Orange
503,6.54,4.45,1936,December,Orange
504,2.25,-0.61,1937,January,Orange
505,8.4,5.45,1937,February,Orange
506,3.6,1.18,1937,March,Orange
507,0.34,-0.66,1937,April,Orange
508,0.31,0.06,1937,May,Orange
509,0.01,-0.05,1937,June,Orange
510,0.0,-0.02,1937,July,Orange
511,0.0,-0.05,1937,August,Orange
512,0.01,-0.19,1937,September,Orange
513,0.0,-0.48,1937,October,Orange
514,0.04,-1.15,1937,November,Orange
515,2.04,-0.05,1937,December,Orange
516,1.54,-1.32,1938,January,Orange
517,6.36,3.41,1938,February,Orange
518,7.69,5.27,1938,March,Orange
519,1.04,0.04,1938,April,Orange
520,0.45,0.2,1938,May,Orange
521,0.02,-0.04,1938,June,Orange
522,0.02,0.0,1938,July,Orange
523,0.04,-0.01,1938,August,Orange
524,0.01,-0.19,1938,September,Orange
525,0.17,-0.31,1938,October,Orange
526,0.04,-1.15,1938,November,Orange
527,6.47,4.38,1938,December,Orange
528,2.75,-0.11,1939,January,Orange
529,1.83,-1.12,1939,February,Orange
530,1.41,-1.01,1939,March,Orange
531,0.6,-0.4,1939,April,Orange
532,0.08,-0.17,1939,May,Orange
533,0.0,-0.06,1939,June,Orange
534,0.0,-0.02,1939,July,Orange
535,0.01,-0.04,1939,August,Orange
536,1.18,0.98,1939,September,Orange
537,0.4,-0.08,1939,October,Orange
538,0.36,-0.83,1939,November,Orange
539,0.5,-1.59,1939,December,Orange
540,4.32,1.46,1940,January,Orange
541,4.34,1.39,1940,February,Orange
542,1.26,-1.16,1940,March,Orange
543,1.89,0.89,1940,April,Orange
544,0.01,-0.24,1940,May,Orange
545,0.0,-0.06,1940,June,Orange
546,0.0,-0.02,1940,July,Orange
547,0.0,-0.05,1940,August,Orange
548,0.0,-0.2,1940,September,Orange
549,1.41,0.93,1940,October,Orange
550,0.9,-0.29,1940,November,Orange
551,5.84,3.75,1940,December,Orange
552,2.21,-0.65,1941,January,Orange
553,8.04,5.09,1941,February,Orange
554,8.62,6.2,1941,March,Orange
555,3.62,2.62,1941,April,Orange
556,0.43,0.18,1941,May,Orange
557,0.04,-0.02,1941,June,Orange
558,0.07,0.05,1941,July,Orange
559,0.06,0.01,1941,August,Orange
560,0.0,-0.2,1941,September,Orange
561,2.08,1.6,1941,October,Orange
562,0.42,-0.77,1941,November,Orange
563,4.1,2.01,1941,December,Orange
564,0.55,-2.31,1942,January,Orange
565,0.98,-1.97,1942,February,Orange
566,1.26,-1.16,1942,March,Orange
567,2.63,1.63,1942,April,Orange
568,0.03,-0.22,1942,May,Orange
569,0.0,-0.06,1942,June,Orange
570,0.0,-0.02,1942,July,Orange
571,0.18,0.13,1942,August,Orange
572,0.0,-0.2,1942,September,Orange
573,0.58,0.1,1942,October,Orange
574,0.26,-0.93,1942,November,Orange
575,1.03,-1.06,1942,December,Orange
576,8.61,5.75,1943,January,Orange
577,3.29,0.34,1943,February,Orange
578,3.0,0.58,1943,March,Orange
579,0.88,-0.12,1943,April,Orange
580,0.03,-0.22,1943,May,Orange
581,0.02,-0.04,1943,June,Orange
582,0.0,-0.02,1943,July,Orange
583,0.0,-0.05,1943,August,Orange
584,0.05,-0.15,1943,September,Orange
585,0.43,-0.05,1943,October,Orange
586,0.19,-1.0,1943,November,Orange
587,6.76,4.67,1943,December,Orange
588,0.77,-2.09,1944,January,Orange
589,6.8,3.85,1944,February,Orange
590,1.55,-0.87,1944,March,Orange
591,0.95,-0.05,1944,April,Orange
592,0.04,-0.21,1944,May,Orange
593,0.05,-0.01,1944,June,Orange
594,0.0,-0.02,1944,July,Orange
595,0.0,-0.05,1944,August,Orange
596,0.04,-0.16,1944,September,Orange
597,0.01,-0.47,1944,October,Orange
598,5.13,3.94,1944,November,Orange
599,0.78,-1.31,1944,December,Orange
600,0.08,-2.78,1945,January,Orange
601,3.68,0.73,1945,February,Orange
602,3.79,1.37,1945,March,Orange
603,0.12,-0.88,1945,April,Orange
604,0.01,-0.24,1945,May,Orange
605,0.02,-0.04,1945,June,Orange
606,0.04,0.02,1945,July,Orange
607,0.27,0.22,1945,August,Orange
608,0.04,-0.16,1945,September,Orange
609,0.44,-0.04,1945,October,Orange
610,0.31,-0.88,1945,November,Orange
611,4.59,2.5,1945,December,Orange
612,0.25,-2.61,1946,January,Orange
613,0.79,-2.16,1946,February,Orange
614,3.42,1.0,1946,March,Orange
615,0.63,-0.37,1946,April,Orange
616,0.08,-0.17,1946,May,Orange
