,Value,Anomaly,year,Month,county
1234,46.6,0.6,1997,November,Placer
1235,38.5,-1.4,1997,December,Placer
1236,40.0,1.3,1998,January,Placer
1237,38.0,-3.1,1998,February,Placer
1238,44.2,0.3,1998,March,Placer
1239,46.1,-2.9,1998,April,Placer
1240,47.8,-7.9,1998,May,Placer
1241,59.5,-3.8,1998,June,Placer
1242,70.6,0.5,1998,July,Placer
1243,72.2,3.1,1998,August,Placer
1244,64.5,0.4,1998,September,Placer
1245,52.7,-3.0,1998,October,Placer
1246,42.9,-3.1,1998,November,Placer
1247,37.3,-2.6,1998,December,Placer
1248,40.1,1.4,1999,January,Placer
1249,39.0,-2.1,1999,February,Placer
1250,41.5,-2.4,1999,March,Placer
1251,46.4,-2.6,1999,April,Placer
1252,55.2,-0.5,1999,May,Placer
1253,62.5,-0.8,1999,June,Placer
1254,68.2,-1.9,1999,July,Placer
1255,67.0,-2.1,1999,August,Placer
1256,67.1,3.0,1999,September,Placer
1257,59.9,4.2,1999,October,Placer
1258,48.4,2.4,1999,November,Placer
1259,41.6,1.7,1999,December,Placer
1260,40.1,1.4,2000,January,Placer
1261,42.1,1.0,2000,February,Placer
1262,45.6,1.7,2000,March,Placer
1263,52.0,3.0,2000,April,Placer
1264,57.0,1.3,2000,May,Placer
1265,67.4,4.1,2000,June,Placer
1266,67.6,-2.5,2000,July,Placer
1267,70.2,1.1,2000,August,Placer
1268,63.5,-0.6,2000,September,Placer
1269,53.4,-2.3,2000,October,Placer
1270,41.7,-4.3,2000,November,Placer
1271,43.0,3.1,2000,December,Placer
1272,38.7,0.0,2001,January,Placer
1273,38.6,-2.5,2001,February,Placer
1274,48.4,4.5,2001,March,Placer
1275,46.0,-3.0,2001,April,Placer
1276,64.4,8.7,2001,May,Placer
1277,66.0,2.7,2001,June,Placer
1278,69.8,-0.3,2001,July,Placer
1279,71.7,2.6,2001,August,Placer
1280,66.8,2.7,2001,September,Placer
1281,60.0,4.3,2001,October,Placer
1282,47.0,1.0,2001,November,Placer
1283,38.4,-1.5,2001,December,Placer
1284,37.2,-1.5,2002,January,Placer
1285,43.8,2.7,2002,February,Placer
1286,43.3,-0.6,2002,March,Placer
1287,49.9,0.9,2002,April,Placer
1288,55.8,0.1,2002,May,Placer
1289,66.2,2.9,2002,June,Placer
1290,72.9,2.8,2002,July,Placer
1291,69.5,0.4,2002,August,Placer
1292,65.8,1.7,2002,September,Placer
1293,55.6,-0.1,2002,October,Placer
1294,48.3,2.3,2002,November,Placer
1295,39.5,-0.4,2002,December,Placer
1296,45.9,7.2,2003,January,Placer
1297,40.8,-0.3,2003,February,Placer
1298,46.0,2.1,2003,March,Placer
1299,42.5,-6.5,2003,April,Placer
1300,56.2,0.5,2003,May,Placer
1301,66.3,3.0,2003,June,Placer
1302,74.1,4.0,2003,July,Placer
1303,68.8,-0.3,2003,August,Placer
1304,68.3,4.2,2003,September,Placer
1305,61.3,5.6,2003,October,Placer
1306,42.0,-4.0,2003,November,Placer
1307,39.6,-0.3,2003,December,Placer
1308,39.2,0.5,2004,January,Placer
1309,39.3,-1.8,2004,February,Placer
1310,51.8,7.9,2004,March,Placer
1311,52.2,3.2,2004,April,Placer
1312,57.0,1.3,2004,May,Placer
1313,65.7,2.4,2004,June,Placer
1314,71.2,1.1,2004,July,Placer
1315,70.3,1.2,2004,August,Placer
1316,64.4,0.3,2004,September,Placer
1317,53.1,-2.6,2004,October,Placer
1318,43.7,-2.3,2004,November,Placer
1319,41.0,1.1,2004,December,Placer
1320,39.0,0.3,2005,January,Placer
1321,43.2,2.1,2005,February,Placer
1322,45.8,1.9,2005,March,Placer
1323,46.9,-2.1,2005,April,Placer
1324,55.2,-0.5,2005,May,Placer
1325,59.3,-4.0,2005,June,Placer
1326,74.2,4.1,2005,July,Placer
1327,71.9,2.8,2005,August,Placer
1328,61.9,-2.2,2005,September,Placer
1329,55.5,-0.2,2005,October,Placer
1330,48.2,2.2,2005,November,Placer
1331,42.2,2.3,2005,December,Placer
1332,40.3,1.6,2006,January,Placer
1333,43.1,2.0,2006,February,Placer
1334,37.3,-6.6,2006,March,Placer
1335,47.7,-1.3,2006,April,Placer
1336,58.9,3.2,2006,May,Placer
1337,67.6,4.3,2006,June,Placer
1338,74.2,4.1,2006,July,Placer
1339,68.9,-0.2,2006,August,Placer
1340,65.0,0.9,2006,September,Placer
1341,54.2,-1.5,2006,October,Placer
1342,45.7,-0.3,2006,November,Placer
1343,40.2,0.3,2006,December,Placer
1344,37.8,-0.9,2007,January,Placer
1345,42.0,0.9,2007,February,Placer
1346,49.5,5.6,2007,March,Placer
1347,50.5,1.5,2007,April,Placer
1348,59.0,3.3,2007,May,Placer
1349,65.3,2.0,2007,June,Placer
1350,71.8,1.7,2007,July,Placer
1351,71.2,2.1,2007,August,Placer
1352,61.8,-2.3,2007,September,Placer
1353,53.0,-2.7,2007,October,Placer
1354,49.2,3.2,2007,November,Placer
1355,37.0,-2.9,2007,December,Placer
1356,36.5,-2.2,2008,January,Placer
1357,41.1,0.0,2008,February,Placer
1358,44.9,1.0,2008,March,Placer
1359,48.2,-0.8,2008,April,Placer
1360,57.3,1.6,2008,May,Placer
1361,65.6,2.3,2008,June,Placer
1362,71.8,1.7,2008,July,Placer
1363,72.1,3.0,2008,August,Placer
1364,67.1,3.0,2008,September,Placer
1365,57.0,1.3,2008,October,Placer
1366,49.4,3.4,2008,November,Placer
1367,38.0,-1.9,2008,December,Placer
1368,42.9,4.2,2009,January,Placer
1369,40.7,-0.4,2009,February,Placer
1370,43.1,-0.8,2009,March,Placer
1371,48.8,-0.2,2009,April,Placer
1372,60.9,5.2,2009,May,Placer
1373,62.6,-0.7,2009,June,Placer
1374,72.2,2.1,2009,July,Placer
1375,69.8,0.7,2009,August,Placer
1376,68.6,4.5,2009,September,Placer
1377,53.3,-2.4,2009,October,Placer
1378,46.7,0.7,2009,November,Placer
1379,37.4,-2.5,2009,December,Placer
1380,41.0,2.3,2010,January,Placer
1381,42.7,1.6,2010,February,Placer
1382,43.6,-0.3,2010,March,Placer
1383,44.6,-4.4,2010,April,Placer
1384,49.9,-5.8,2010,May,Placer
1385,63.3,0.0,2010,June,Placer
1386,71.0,0.9,2010,July,Placer
1387,67.6,-1.5,2010,August,Placer
1388,65.6,1.5,2010,September,Placer
1389,56.0,0.3,2010,October,Placer
1390,44.0,-2.0,2010,November,Placer
1391,40.7,0.8,2010,December,Placer
1392,41.6,2.9,2011,January,Placer
1393,38.5,-2.6,2011,February,Placer
1394,41.6,-2.3,2011,March,Placer
1395,46.4,-2.6,2011,April,Placer
1396,50.7,-5.0,2011,May,Placer
1397,60.0,-3.3,2011,June,Placer
1398,67.9,-2.2,2011,July,Placer
1399,69.3,0.2,2011,August,Placer
1400,68.4,4.3,2011,September,Placer
1401,56.3,0.6,2011,October,Placer
1402,44.6,-1.4,2011,November,Placer
1403,41.2,1.3,2011,December,Placer
1404,42.9,4.2,2012,January,Placer
1405,41.8,0.7,2012,February,Placer
1406,42.8,-1.1,2012,March,Placer
1407,49.9,0.9,2012,April,Placer
1408,58.0,2.3,2012,May,Placer
1409,63.3,0.0,2012,June,Placer
1410,69.9,-0.2,2012,July,Placer
1411,73.3,4.2,2012,August,Placer
1412,69.0,4.9,2012,September,Placer
1413,57.1,1.4,2012,October,Placer
1414,47.7,1.7,2012,November,Placer
1415,37.3,-2.6,2012,December,Placer
1416,38.8,0.1,2013,January,Placer
1417,41.2,0.1,2013,February,Placer
1418,48.2,4.3,2013,March,Placer
1419,52.9,3.9,2013,April,Placer
1420,58.1,2.4,2013,May,Placer
1421,66.4,3.1,2013,June,Placer
1422,73.2,3.1,2013,July,Placer
1423,69.1,0.0,2013,August,Placer
1424,63.4,-0.7,2013,September,Placer
1425,54.6,-1.1,2013,October,Placer
1426,48.7,2.7,2013,November,Placer
1427,41.0,1.1,2013,December,Placer
1428,46.7,8.0,2014,January,Placer
1429,44.5,3.4,2014,February,Placer
1430,47.8,3.9,2014,March,Placer
1431,52.0,3.0,2014,April,Placer
1432,59.1,3.4,2014,May,Placer
1433,66.6,3.3,2014,June,Placer
1434,74.0,3.9,2014,July,Placer
1435,69.9,0.8,2014,August,Placer
1436,66.6,2.5,2014,September,Placer
1437,59.1,3.4,2014,October,Placer
1438,48.5,2.5,2014,November,Placer
1439,42.2,2.3,2014,December,Placer
1440,46.0,7.3,2015,January,Placer
1441,48.9,7.8,2015,February,Placer
1442,51.8,7.9,2015,March,Placer
1443,51.0,2.0,2015,April,Placer
1444,56.3,0.6,2015,May,Placer
1445,69.6,6.3,2015,June,Placer
1446,70.6,0.5,2015,July,Placer
1447,70.7,1.6,2015,August,Placer
1448,67.2,3.1,2015,September,Placer
1449,60.6,4.9,2015,October,Placer
1450,42.2,-3.8,2015,November,Placer
1451,37.4,-2.5,2015,December,Placer
1452,40.0,1.3,2016,January,Placer
1453,47.4,6.3,2016,February,Placer
1454,46.4,2.5,2016,March,Placer
1455,52.6,3.6,2016,April,Placer
1456,57.3,1.6,2016,May,Placer
1457,67.3,4.0,2016,June,Placer
1458,71.2,1.1,2016,July,Placer
1459,71.5,2.4,2016,August,Placer
1460,65.3,1.2,2016,September,Placer
1461,53.8,-1.9,2016,October,Placer
1462,47.4,1.4,2016,November,Placer
1463,39.2,-0.7,2016,December,Placer
1464,37.4,-1.3,2017,January,Placer
1465,41.2,0.1,2017,February,Placer
1466,47.1,3.2,2017,March,Placer
1467,48.2,-0.8,2017,April,Placer
1468,58.6,2.9,2017,May,Placer
1469,66.7,3.4,2017,June,Placer
1470,73.7,3.6,2017,July,Placer
1471,73.6,4.5,2017,August,Placer
1472,64.7,0.6,2017,September,Placer
1473,56.9,1.2,2017,October,Placer
1474,47.2,1.2,2017,November,Placer
1475,44.4,4.5,2017,December,Placer
1476,44.0,5.3,2018,January,Placer
1477,41.2,0.1,2018,February,Placer
1478,42.3,-1.6,2018,March,Placer
1479,50.2,1.2,2018,April,Placer
1480,57.9,2.2,2018,May,Placer
1481,66.4,3.1,2018,June,Placer
1482,75.1,5.0,2018,July,Placer
1483,71.1,2.0,2018,August,Placer
1484,66.0,1.9,2018,September,Placer
1485,56.9,1.2,2018,October,Placer
1486,48.9,2.9,2018,November,Placer
1487,40.4,0.5,2018,December,Placer
1488,42.3,3.6,2019,January,Placer
1489,34.8,-6.3,2019,February,Placer
1490,42.6,-1.3,2019,March,Placer
1491,52.4,3.4,2019,April,Placer
1492,53.6,-2.1,2019,May,Placer
1493,66.3,3.0,2019,June,Placer
1494,70.4,0.3,2019,July,Placer
1495,71.7,2.6,2019,August,Placer
1496,62.7,-1.4,2019,September,Placer
1497,54.1,-1.6,2019,October,Placer
1498,49.6,3.6,2019,November,Placer
1499,40.8,0.9,2019,December,Placer
1500,41.0,2.3,2020,January,Placer
1501,45.6,4.5,2020,February,Placer
1502,42.5,-1.4,2020,March,Placer
1503,51.2,2.2,2020,April,Placer
1504,58.3,2.6,2020,May,Placer
1505,65.2,1.9,2020,June,Placer
1506,72.1,2.0,2020,July,Placer
1507,74.0,4.9,2020,August,Placer
1508,69.9,5.8,2020,September,Placer
1509,63.1,7.4,2020,October,Placer
1510,46.2,0.2,2020,November,Placer
1511,42.0,2.1,2020,December,Placer
1512,40.9,2.2,2021,January,Placer
1513,42.4,1.3,2021,February,Placer
1514,43.1,-0.8,2021,March,Placer
1515,53.0,4.0,2021,April,Placer
1516,59.8,4.1,2021,May,Placer
1517,70.2,6.9,2021,June,Placer
1518,76.4,6.3,2021,July,Placer
1519,72.9,3.8,2021,August,Placer
1520,68.0,3.9,2021,September,Placer
1521,53.0,-2.7,2021,October,Placer
1522,50.6,4.6,2021,November,Placer
1523,38.8,-1.1,2021,December,Placer
1524,43.1,4.4,2022,January,Placer
1525,44.0,2.9,2022,February,Placer
1526,48.3,4.4,2022,March,Placer
1527,49.4,0.4,2022,April,Placer
1528,56.1,0.4,2022,May,Placer
1529,65.8,2.5,2022,June,Placer
1530,72.6,2.5,2022,July,Placer
1531,73.9,4.8,2022,August,Placer
1532,68.7,4.6,2022,September,Placer
1533,60.7,5.0,2022,October,Placer
1534,42.1,-3.9,2022,November,Placer
1535,38.6,-1.3,2022,December,Placer
1536,37.8,-0.9,2023,January,Placer
1537,38.3,-2.8,2023,February,Placer
1538,38.1,-5.8,2023,March,Placer
0,29.8,-1.6,1895,January,Plumas
1,35.8,1.9,1895,February,Plumas
2,38.0,0.4,1895,March,Plumas
3,44.0,0.8,1895,April,Plumas
4,50.6,0.3,1895,May,Plumas
5,59.0,1.2,1895,June,Plumas
6,64.1,-0.8,1895,July,Plumas
7,64.4,0.6,1895,August,Plumas
8,53.7,-4.3,1895,September,Plumas
9,50.3,1.2,1895,October,Plumas
10,37.2,-1.8,1895,November,Plumas
11,30.7,-2.0,1895,December,Plumas
12,36.5,5.1,1896,January,Plumas
13,37.1,3.2,1896,February,Plumas
14,38.5,0.9,1896,March,Plumas
15,36.5,-6.7,1896,April,Plumas
16,45.7,-4.6,1896,May,Plumas
17,60.7,2.9,1896,June,Plumas
18,68.3,3.4,1896,July,Plumas
19,63.6,-0.2,1896,August,Plumas
20,57.6,-0.4,1896,September,Plumas
21,50.9,1.8,1896,October,Plumas
22,39.2,0.2,1896,November,Plumas
23,36.9,4.2,1896,December,Plumas
24,32.7,1.3,1897,January,Plumas
25,30.6,-3.3,1897,February,Plumas
26,31.0,-6.6,1897,March,Plumas
27,46.2,3.0,1897,April,Plumas
28,56.9,6.6,1897,May,Plumas
29,56.6,-1.2,1897,June,Plumas
30,63.1,-1.8,1897,July,Plumas
31,65.4,1.6,1897,August,Plumas
32,56.3,-1.7,1897,September,Plumas
33,47.3,-1.8,1897,October,Plumas
34,38.7,-0.3,1897,November,Plumas
35,32.3,-0.4,1897,December,Plumas
36,25.6,-5.8,1898,January,Plumas
37,35.8,1.9,1898,February,Plumas
38,34.3,-3.3,1898,March,Plumas
39,45.7,2.5,1898,April,Plumas
40,48.4,-1.9,1898,May,Plumas
41,57.8,0.0,1898,June,Plumas
42,63.7,-1.2,1898,July,Plumas
43,65.4,1.6,1898,August,Plumas
44,56.5,-1.5,1898,September,Plumas
45,47.6,-1.5,1898,October,Plumas
46,37.5,-1.5,1898,November,Plumas
47,30.6,-2.1,1898,December,Plumas
48,33.2,1.8,1899,January,Plumas
49,32.9,-1.0,1899,February,Plumas
50,35.6,-2.0,1899,March,Plumas
51,43.5,0.3,1899,April,Plumas
52,45.2,-5.1,1899,May,Plumas
53,57.9,0.1,1899,June,Plumas
54,63.1,-1.8,1899,July,Plumas
55,57.7,-6.1,1899,August,Plumas
56,58.0,0.0,1899,September,Plumas
57,44.0,-5.1,1899,October,Plumas
58,40.4,1.4,1899,November,Plumas
59,31.5,-1.2,1899,December,Plumas
60,37.4,6.0,1900,January,Plumas
61,36.7,2.8,1900,February,Plumas
62,41.5,3.9,1900,March,Plumas
63,41.6,-1.6,1900,April,Plumas
64,51.8,1.5,1900,May,Plumas
65,60.3,2.5,1900,June,Plumas
66,63.9,-1.0,1900,July,Plumas
67,59.2,-4.6,1900,August,Plumas
68,51.9,-6.1,1900,September,Plumas
69,46.2,-2.9,1900,October,Plumas
70,40.5,1.5,1900,November,Plumas
71,33.5,0.8,1900,December,Plumas
72,30.3,-1.1,1901,January,Plumas
73,32.0,-1.9,1901,February,Plumas
74,38.2,0.6,1901,March,Plumas
75,41.7,-1.5,1901,April,Plumas
76,51.4,1.1,1901,May,Plumas
77,57.5,-0.3,1901,June,Plumas
78,65.2,0.3,1901,July,Plumas
79,65.7,1.9,1901,August,Plumas
80,54.6,-3.4,1901,September,Plumas
81,50.9,1.8,1901,October,Plumas
82,41.9,2.9,1901,November,Plumas
83,34.6,1.9,1901,December,Plumas
84,30.8,-0.6,1902,January,Plumas
85,36.3,2.4,1902,February,Plumas
86,34.0,-3.6,1902,March,Plumas
87,41.7,-1.5,1902,April,Plumas
88,48.4,-1.9,1902,May,Plumas
89,59.3,1.5,1902,June,Plumas
90,62.3,-2.6,1902,July,Plumas
91,62.5,-1.3,1902,August,Plumas
92,58.4,0.4,1902,September,Plumas
93,47.3,-1.8,1902,October,Plumas
94,36.6,-2.4,1902,November,Plumas
95,33.0,0.3,1902,December,Plumas
96,32.6,1.2,1903,January,Plumas
97,22.3,-11.6,1903,February,Plumas
98,35.3,-2.3,1903,March,Plumas
99,40.8,-2.4,1903,April,Plumas
100,52.0,1.7,1903,May,Plumas
101,60.1,2.3,1903,June,Plumas
102,60.4,-4.5,1903,July,Plumas
103,62.4,-1.4,1903,August,Plumas
104,55.7,-2.3,1903,September,Plumas
105,50.4,1.3,1903,October,Plumas
106,41.1,2.1,1903,November,Plumas
107,33.2,0.5,1903,December,Plumas
108,29.9,-1.5,1904,January,Plumas
109,33.4,-0.5,1904,February,Plumas
110,35.5,-2.1,1904,March,Plumas
111,42.9,-0.3,1904,April,Plumas
112,53.5,3.2,1904,May,Plumas
113,58.5,0.7,1904,June,Plumas
114,63.2,-1.7,1904,July,Plumas
115,65.7,1.9,1904,August,Plumas
116,58.3,0.3,1904,September,Plumas
117,47.7,-1.4,1904,October,Plumas
118,40.4,1.4,1904,November,Plumas
119,32.6,-0.1,1904,December,Plumas
120,35.8,4.4,1905,January,Plumas
121,35.3,1.4,1905,February,Plumas
122,39.8,2.2,1905,March,Plumas
123,45.1,1.9,1905,April,Plumas
124,46.8,-3.5,1905,May,Plumas
125,56.3,-1.5,1905,June,Plumas
126,65.4,0.5,1905,July,Plumas
127,63.6,-0.2,1905,August,Plumas
128,57.0,-1.0,1905,September,Plumas
129,46.3,-2.8,1905,October,Plumas
130,37.2,-1.8,1905,November,Plumas
131,26.9,-5.8,1905,December,Plumas
132,32.1,0.7,1906,January,Plumas
133,36.5,2.6,1906,February,Plumas
134,35.5,-2.1,1906,March,Plumas
135,43.7,0.5,1906,April,Plumas
136,47.2,-3.1,1906,May,Plumas
137,54.0,-3.8,1906,June,Plumas
138,67.3,2.4,1906,July,Plumas
139,65.0,1.2,1906,August,Plumas
140,56.5,-1.5,1906,September,Plumas
141,48.4,-0.7,1906,October,Plumas
142,37.0,-2.0,1906,November,Plumas
143,33.1,0.4,1906,December,Plumas
144,28.7,-2.7,1907,January,Plumas
145,38.8,4.9,1907,February,Plumas
146,33.1,-4.5,1907,March,Plumas
147,45.3,2.1,1907,April,Plumas
148,49.1,-1.2,1907,May,Plumas
149,54.1,-3.7,1907,June,Plumas
150,62.1,-2.8,1907,July,Plumas
151,60.8,-3.0,1907,August,Plumas
152,55.6,-2.4,1907,September,Plumas
153,52.6,3.5,1907,October,Plumas
154,39.5,0.5,1907,November,Plumas
155,35.5,2.8,1907,December,Plumas
156,33.7,2.3,1908,January,Plumas
157,33.0,-0.9,1908,February,Plumas
158,36.4,-1.2,1908,March,Plumas
159,46.1,2.9,1908,April,Plumas
160,44.2,-6.1,1908,May,Plumas
161,54.2,-3.6,1908,June,Plumas
162,67.3,2.4,1908,July,Plumas
163,64.2,0.4,1908,August,Plumas
164,56.3,-1.7,1908,September,Plumas
165,45.5,-3.6,1908,October,Plumas
166,39.2,0.2,1908,November,Plumas
167,29.8,-2.9,1908,December,Plumas
168,35.1,3.7,1909,January,Plumas
169,33.6,-0.3,1909,February,Plumas
170,36.1,-1.5,1909,March,Plumas
171,45.0,1.8,1909,April,Plumas
172,48.9,-1.4,1909,May,Plumas
173,57.8,0.0,1909,June,Plumas
174,61.8,-3.1,1909,July,Plumas
175,63.1,-0.7,1909,August,Plumas
176,57.6,-0.4,1909,September,Plumas
177,47.3,-1.8,1909,October,Plumas
178,38.3,-0.7,1909,November,Plumas
179,29.7,-3.0,1909,December,Plumas
180,25.8,-5.6,1910,January,Plumas
181,30.4,-3.5,1910,February,Plumas
182,42.0,4.4,1910,March,Plumas
183,47.9,4.7,1910,April,Plumas
184,54.6,4.3,1910,May,Plumas
185,57.1,-0.7,1910,June,Plumas
186,66.5,1.6,1910,July,Plumas
187,63.4,-0.4,1910,August,Plumas
188,57.0,-1.0,1910,September,Plumas
189,50.5,1.4,1910,October,Plumas
190,41.6,2.6,1910,November,Plumas
191,37.4,4.7,1910,December,Plumas
192,32.3,0.9,1911,January,Plumas
193,25.3,-8.6,1911,February,Plumas
194,37.0,-0.6,1911,March,Plumas
195,41.8,-1.4,1911,April,Plumas
196,46.5,-3.8,1911,May,Plumas
197,57.7,-0.1,1911,June,Plumas
198,66.3,1.4,1911,July,Plumas
199,60.9,-2.9,1911,August,Plumas
200,52.5,-5.5,1911,September,Plumas
201,46.5,-2.6,1911,October,Plumas
202,38.1,-0.9,1911,November,Plumas
203,30.1,-2.6,1911,December,Plumas
204,33.2,1.8,1912,January,Plumas
205,36.2,2.3,1912,February,Plumas
206,35.4,-2.2,1912,March,Plumas
207,39.0,-4.2,1912,April,Plumas
208,49.0,-1.3,1912,May,Plumas
209,55.9,-1.9,1912,June,Plumas
210,61.4,-3.5,1912,July,Plumas
211,60.7,-3.1,1912,August,Plumas
212,54.5,-3.5,1912,September,Plumas
213,44.5,-4.6,1912,October,Plumas
214,39.6,0.6,1912,November,Plumas
215,32.8,0.1,1912,December,Plumas
216,27.6,-3.8,1913,January,Plumas
217,31.3,-2.6,1913,February,Plumas
218,34.4,-3.2,1913,March,Plumas
219,43.2,0.0,1913,April,Plumas
220,51.3,1.0,1913,May,Plumas
221,56.2,-1.6,1913,June,Plumas
222,64.4,-0.5,1913,July,Plumas
223,66.2,2.4,1913,August,Plumas
224,59.9,1.9,1913,September,Plumas
225,50.2,1.1,1913,October,Plumas
226,39.9,0.9,1913,November,Plumas
227,33.4,0.7,1913,December,Plumas
228,33.7,2.3,1914,January,Plumas
229,34.4,0.5,1914,February,Plumas
230,43.2,5.6,1914,March,Plumas
231,44.2,1.0,1914,April,Plumas
232,53.0,2.7,1914,May,Plumas
233,57.0,-0.8,1914,June,Plumas
234,64.5,-0.4,1914,July,Plumas
235,65.6,1.8,1914,August,Plumas
236,56.5,-1.5,1914,September,Plumas
237,49.0,-0.1,1914,October,Plumas
238,42.0,3.0,1914,November,Plumas
239,26.1,-6.6,1914,December,Plumas
240,30.1,-1.3,1915,January,Plumas
241,34.1,0.2,1915,February,Plumas
242,40.5,2.9,1915,March,Plumas
243,45.2,2.0,1915,April,Plumas
244,46.4,-3.9,1915,May,Plumas
245,56.1,-1.7,1915,June,Plumas
246,63.5,-1.4,1915,July,Plumas
247,65.6,1.8,1915,August,Plumas
248,56.4,-1.6,1915,September,Plumas
249,51.6,2.5,1915,October,Plumas
250,38.8,-0.2,1915,November,Plumas
251,34.4,1.7,1915,December,Plumas
252,26.3,-5.1,1916,January,Plumas
253,36.6,2.7,1916,February,Plumas
254,40.8,3.2,1916,March,Plumas
255,46.8,3.6,1916,April,Plumas
256,48.1,-2.2,1916,May,Plumas
257,56.3,-1.5,1916,June,Plumas
258,63.6,-1.3,1916,July,Plumas
259,62.2,-1.6,1916,August,Plumas
260,57.5,-0.5,1916,September,Plumas
261,44.7,-4.4,1916,October,Plumas
262,36.7,-2.3,1916,November,Plumas
263,30.6,-2.1,1916,December,Plumas
264,23.2,-8.2,1917,January,Plumas
265,31.5,-2.4,1917,February,Plumas
266,32.0,-5.6,1917,March,Plumas
267,42.1,-1.1,1917,April,Plumas
268,46.2,-4.1,1917,May,Plumas
269,56.7,-1.1,1917,June,Plumas
270,67.2,2.3,1917,July,Plumas
271,65.6,1.8,1917,August,Plumas
272,56.3,-1.7,1917,September,Plumas
273,54.4,5.3,1917,October,Plumas
274,40.7,1.7,1917,November,Plumas
275,37.7,5.0,1917,December,Plumas
276,35.8,4.4,1918,January,Plumas
277,32.9,-1.0,1918,February,Plumas
278,36.3,-1.3,1918,March,Plumas
279,43.2,0.0,1918,April,Plumas
280,47.1,-3.2,1918,May,Plumas
281,63.7,5.9,1918,June,Plumas
282,63.1,-1.8,1918,July,Plumas
283,61.8,-2.0,1918,August,Plumas
284,58.0,0.0,1918,September,Plumas
285,51.4,2.3,1918,October,Plumas
286,37.9,-1.1,1918,November,Plumas
287,31.5,-1.2,1918,December,Plumas
288,32.2,0.8,1919,January,Plumas
289,31.4,-2.5,1919,February,Plumas
290,36.0,-1.6,1919,March,Plumas
291,45.0,1.8,1919,April,Plumas
292,53.8,3.5,1919,May,Plumas
293,56.0,-1.8,1919,June,Plumas
294,65.2,0.3,1919,July,Plumas
295,62.9,-0.9,1919,August,Plumas
296,55.6,-2.4,1919,September,Plumas
297,44.4,-4.7,1919,October,Plumas
298,36.9,-2.1,1919,November,Plumas
299,29.4,-3.3,1919,December,Plumas
300,36.1,4.7,1920,January,Plumas
301,36.6,2.7,1920,February,Plumas
302,35.8,-1.8,1920,March,Plumas
303,41.4,-1.8,1920,April,Plumas
304,49.9,-0.4,1920,May,Plumas
305,56.2,-1.6,1920,June,Plumas
306,61.2,-3.7,1920,July,Plumas
307,65.0,1.2,1920,August,Plumas
308,55.6,-2.4,1920,September,Plumas
309,43.2,-5.9,1920,October,Plumas
310,37.2,-1.8,1920,November,Plumas
311,30.8,-1.9,1920,December,Plumas
312,30.2,-1.2,1921,January,Plumas
313,35.0,1.1,1921,February,Plumas
314,40.3,2.7,1921,March,Plumas
315,41.8,-1.4,1921,April,Plumas
316,46.8,-3.5,1921,May,Plumas
317,58.0,0.2,1921,June,Plumas
318,64.4,-0.5,1921,July,Plumas
319,61.1,-2.7,1921,August,Plumas
320,55.5,-2.5,1921,September,Plumas
321,50.1,1.0,1921,October,Plumas
322,40.9,1.9,1921,November,Plumas
323,35.2,2.5,1921,December,Plumas
324,27.2,-4.2,1922,January,Plumas
325,28.3,-5.6,1922,February,Plumas
326,32.6,-5.0,1922,March,Plumas
327,39.4,-3.8,1922,April,Plumas
328,50.0,-0.3,1922,May,Plumas
329,58.6,0.8,1922,June,Plumas
330,65.8,0.9,1922,July,Plumas
331,60.6,-3.2,1922,August,Plumas
332,59.3,1.3,1922,September,Plumas
333,47.8,-1.3,1922,October,Plumas
334,36.8,-2.2,1922,November,Plumas
335,34.3,1.6,1922,December,Plumas
336,31.7,0.3,1923,January,Plumas
337,31.6,-2.3,1923,February,Plumas
338,39.1,1.5,1923,March,Plumas
339,42.0,-1.2,1923,April,Plumas
340,50.0,-0.3,1923,May,Plumas
341,52.8,-5.0,1923,June,Plumas
342,62.6,-2.3,1923,July,Plumas
343,61.7,-2.1,1923,August,Plumas
344,58.9,0.9,1923,September,Plumas
345,47.3,-1.8,1923,October,Plumas
346,42.8,3.8,1923,November,Plumas
347,32.6,-0.1,1923,December,Plumas
348,28.4,-3.0,1924,January,Plumas
349,39.9,6.0,1924,February,Plumas
350,35.8,-1.8,1924,March,Plumas
351,44.6,1.4,1924,April,Plumas
352,55.6,5.3,1924,May,Plumas
353,58.1,0.3,1924,June,Plumas
354,63.6,-1.3,1924,July,Plumas
355,61.2,-2.6,1924,August,Plumas
356,56.5,-1.5,1924,September,Plumas
357,46.2,-2.9,1924,October,Plumas
358,39.7,0.7,1924,November,Plumas
359,29.8,-2.9,1924,December,Plumas
360,33.8,2.4,1925,January,Plumas
361,37.5,3.6,1925,February,Plumas
362,40.0,2.4,1925,March,Plumas
363,43.9,0.7,1925,April,Plumas
364,51.7,1.4,1925,May,Plumas
365,59.2,1.4,1925,June,Plumas
366,66.6,1.7,1925,July,Plumas
367,61.2,-2.6,1925,August,Plumas
368,52.8,-5.2,1925,September,Plumas
369,47.3,-1.8,1925,October,Plumas
370,38.4,-0.6,1925,November,Plumas
371,34.4,1.7,1925,December,Plumas
372,31.7,0.3,1926,January,Plumas
373,36.5,2.6,1926,February,Plumas
374,44.7,7.1,1926,March,Plumas
375,48.5,5.3,1926,April,Plumas
376,52.0,1.7,1926,May,Plumas
377,64.5,6.7,1926,June,Plumas
